CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,CLV,CLV_Segment,Business_Action
13322,19,1,199.48,5,1,1,511,Potential Loyalists ^-^,852.1815029967728,Low Value,Nurture
13323,23,5,787.85,4,4,3,443,OG-Champions,673.1413646841862,Low Value,Nurture
13324,32,10,7121.95,4,5,5,455,OG-Champions,3042.5075472568,High Value,VIP Retention
13325,83,1,675.3,3,1,3,313,Promising :),2884.8915629322264,High Value,Growth Opportunity
13327,114,8,3627.77,2,5,5,255,At Risk :(,1937.2358702166896,High Value,Urgent Retention
13328,318,1,1308.48,1,1,4,114,Lost Customers -_-,5589.845864453665,High Value,Win Back Campaign
13329,122,2,789.0,2,2,3,223,Lost Customers -_-,1685.3098201936375,High Value,Win Back Campaign
13330,124,3,1140.93,2,3,4,234,At Risk :(,1624.6899308437069,High Value,Urgent Retention
13332,16,1,350.9,5,1,2,512,Potential Loyalists ^-^,1499.0499769479022,Medium Value,Growth Opportunity
13334,84,3,3536.82,3,3,5,335,Loyal Customers ;),5036.449073305671,High Value,Upsell Opportunity
13336,79,1,795.12,3,1,3,313,Promising :),3396.764370677732,High Value,Growth Opportunity
13338,218,1,487.02,1,1,2,112,Lost Customers -_-,2080.5566251728906,High Value,Win Back Campaign
13339,202,1,860.12,1,1,3,113,Lost Customers -_-,3674.445329644998,High Value,Win Back Campaign
13340,47,7,10736.48,3,5,5,355,Loyal Customers ;),6552.34299413818,High Value,Upsell Opportunity
13341,262,1,775.85,1,1,3,113,Lost Customers -_-,3314.442646380821,High Value,Win Back Campaign
13343,179,1,353.43,2,1,2,212,Lost Customers -_-,1509.8581742738588,Medium Value,Growth Opportunity
13344,161,3,2543.72,2,3,5,235,At Risk :(,3622.269789457507,High Value,Urgent Retention
13345,289,1,389.5,1,1,2,112,Lost Customers -_-,1663.9497464269248,High Value,Win Back Campaign
13347,72,1,341.36,3,1,2,312,Promising :),1458.2949562010144,Medium Value,Growth Opportunity
13348,183,1,233.76,2,1,1,211,Lost Customers -_-,998.6261687413554,Medium Value,Growth Opportunity
13349,12,1,247.32,5,1,1,511,Potential Loyalists ^-^,1056.5546887966805,Medium Value,Growth Opportunity
13350,18,2,979.12,5,2,4,524,Potential Loyalists ^-^,2091.407542646381,High Value,Growth Opportunity
13351,245,1,373.94,1,1,2,112,Lost Customers -_-,1597.4771968649147,High Value,Win Back Campaign
13352,62,1,397.98,3,1,2,312,Promising :),1700.1764315352698,High Value,Growth Opportunity
13354,73,1,743.53,3,1,3,313,Promising :),3176.371129552789,High Value,Growth Opportunity
13355,94,1,674.7,2,1,3,213,Lost Customers -_-,2882.3283540802213,High Value,Win Back Campaign
13356,82,1,768.24,3,1,3,313,Promising :),3281.932614107884,High Value,Growth Opportunity
13357,259,1,609.95,1,1,3,113,Lost Customers -_-,2605.715398801291,High Value,Win Back Campaign
13358,270,1,439.03,1,1,2,112,Lost Customers -_-,1875.5426371599813,High Value,Win Back Campaign
13359,154,1,439.56,2,1,2,212,Lost Customers -_-,1877.806804979253,High Value,Win Back Campaign
13362,11,4,3090.74,5,4,5,545,OG-Champions,3300.921719686491,High Value,VIP Retention
13363,19,2,992.5,5,2,4,524,Potential Loyalists ^-^,2119.9873213462424,High Value,Growth Opportunity
13364,72,1,134.96,3,1,1,311,Promising :),576.5511111111111,Low Value,Nurture
13365,183,2,2225.37,2,2,5,225,Lost Customers -_-,4753.40673582296,High Value,Win Back Campaign
13366,52,1,56.16,3,1,1,311,Promising :),239.91634854771783,Low Value,Nurture
13368,193,2,623.4,1,2,3,123,Lost Customers -_-,1331.586998616874,Medium Value,Growth Opportunity
13369,455,1,308.28,1,1,2,112,Lost Customers -_-,1316.9767081604425,Medium Value,Growth Opportunity
13370,639,1,754.87,1,1,3,113,Lost Customers -_-,3224.815776855694,High Value,Win Back Campaign
13372,32,1,378.64,4,1,2,412,Potential Loyalists ^-^,1617.555666205625,High Value,Growth Opportunity
13373,62,3,3312.25,3,3,5,335,Loyal Customers ;),4716.660288919625,High Value,Upsell Opportunity
13375,2,1,778.65,5,1,3,513,Potential Loyalists ^-^,3326.4042876901794,High Value,Growth Opportunity
13376,205,3,1019.76,1,3,4,134,At Risk :(,1452.143254956201,Medium Value,Growth Opportunity
13379,28,3,572.56,4,3,3,433,Loyal Customers ;),815.3282557246042,Low Value,Nurture
13381,32,6,3639.31,4,5,5,455,OG-Champions,2591.197668664515,High Value,VIP Retention
13382,252,1,222.99,1,1,1,111,Lost Customers -_-,952.6165698478562,Medium Value,Growth Opportunity
13384,47,7,4151.93,3,5,5,355,Loyal Customers ;),2533.872316406508,High Value,Upsell Opportunity
13385,331,1,534.57,1,1,3,113,Lost Customers -_-,2283.6909266943294,High Value,Win Back Campaign
13388,133,2,677.1,2,2,3,223,Lost Customers -_-,1446.2905947441218,Medium Value,Growth Opportunity
13389,13,3,797.96,5,3,3,533,Loyal Customers ;),1136.2989641924082,Medium Value,Growth Opportunity
13390,76,1,544.08,3,1,3,313,Promising :),2324.317786998617,High Value,Growth Opportunity
13391,205,1,59.8,1,1,1,111,Lost Customers -_-,255.46648224988476,Low Value,Nurture
13394,34,8,2520.02,4,5,5,455,OG-Champions,1345.6953273397878,Medium Value,Growth Opportunity
13395,158,1,307.72,2,1,2,212,Lost Customers -_-,1314.584379898571,Medium Value,Growth Opportunity
13396,61,2,1360.99,3,2,4,324,Promising :),2907.084679575841,High Value,Growth Opportunity
13397,74,5,1544.13,3,4,4,344,Loyal Customers ;),1319.3092282157677,Medium Value,Growth Opportunity
13398,194,1,457.34,1,1,2,112,Lost Customers -_-,1953.763227293684,High Value,Win Back Campaign
13402,247,2,621.23,1,2,3,123,Lost Customers -_-,1326.9518626094975,Medium Value,Growth Opportunity
13403,19,1,75.0,5,1,1,511,Potential Loyalists ^-^,320.4011065006916,Low Value,Nurture
13404,36,2,252.49,4,2,2,422,Potential Loyalists ^-^,539.3205025357307,Low Value,Nurture
13405,76,3,572.451,3,3,3,333,Loyal Customers ;),815.1730391885661,Low Value,Nurture
13408,4,62,28117.04,5,5,5,555,OG-Champions,1937.3614467793989,High Value,VIP Retention
13410,26,5,1003.06,4,4,4,444,OG-Champions,857.0174236975564,Low Value,Nurture
13411,109,1,213.55,2,1,1,211,Lost Customers -_-,912.2887505763024,Medium Value,Growth Opportunity
13414,135,3,1390.5,2,3,4,234,At Risk :(,1980.0788381742736,High Value,Urgent Retention
13416,45,2,712.5,3,2,3,323,Promising :),1521.9052558782848,Medium Value,Growth Opportunity
13417,207,2,640.83,1,2,3,123,Lost Customers -_-,1368.8176071922546,Medium Value,Growth Opportunity
13418,13,18,6127.43,5,5,5,555,OG-Champions,1454.2484088929873,Medium Value,Growth Opportunity
13419,154,1,221.06,2,1,1,211,Lost Customers -_-,944.371581373905,Medium Value,Growth Opportunity
13420,151,2,159.85,2,2,1,221,Lost Customers -_-,341.4407791609036,Low Value,Nurture
13421,42,2,1851.08,4,2,4,424,Potential Loyalists ^-^,3953.920534808668,High Value,Growth Opportunity
13422,184,1,2626.3,2,1,5,215,Lost Customers -_-,11219.59234670355,High Value,Win Back Campaign
13425,110,3,1624.21,2,3,4,234,At Risk :(,2312.8830275088367,High Value,Urgent Retention
13426,12,10,3641.32,5,5,5,555,OG-Champions,1555.577276164131,Medium Value,Growth Opportunity
13427,21,3,582.6,4,3,3,433,Loyal Customers ;),829.625265099124,Low Value,Nurture
13428,12,1,218.47,5,1,1,511,Potential Loyalists ^-^,933.3070631627478,Medium Value,Growth Opportunity
13429,12,4,1006.8,5,4,4,544,OG-Champions,1075.2661134163209,Medium Value,Growth Opportunity
13430,20,2,679.45,4,2,3,423,Potential Loyalists ^-^,1451.3102120792994,Medium Value,Growth Opportunity
13431,2,2,1269.1,5,2,4,524,Potential Loyalists ^-^,2710.8069617335177,High Value,Growth Opportunity
13434,76,2,534.24,3,2,3,323,Promising :),1141.140580912863,Medium Value,Growth Opportunity
13435,26,7,3809.89,4,5,5,455,OG-Champions,2325.129469801752,High Value,VIP Retention
13436,121,1,196.89,2,1,1,211,Lost Customers -_-,841.1169847856154,Low Value,Nurture
13437,16,7,3408.06,5,5,5,555,OG-Champions,2079.897514325232,High Value,VIP Retention
13439,257,1,283.71,1,1,2,112,Lost Customers -_-,1212.013305670816,Medium Value,Growth Opportunity
13441,93,1,296.64,2,1,2,212,Lost Customers -_-,1267.2504564315352,Medium Value,Growth Opportunity
13447,25,3,1129.14,4,3,4,434,Loyal Customers ;),1607.9009128630707,High Value,Upsell Opportunity
13448,18,6,3539.37,5,5,5,555,OG-Champions,2520.040142923006,High Value,VIP Retention
13449,25,1,291.88,4,1,2,412,Potential Loyalists ^-^,1246.9156662056246,Medium Value,Growth Opportunity
13450,28,6,2043.72,4,5,4,454,OG-Champions,1455.1336652835407,Medium Value,Growth Opportunity
13451,5,5,2976.15,5,4,5,545,OG-Champions,2542.8313416320884,High Value,VIP Retention
13452,261,2,590.0,1,2,3,123,Lost Customers -_-,1260.2443522360534,Medium Value,Growth Opportunity
13453,167,2,356.98,2,2,2,222,Lost Customers -_-,762.5119133241125,Low Value,Nurture
13455,26,2,1058.34,4,2,4,424,Potential Loyalists ^-^,2260.6220470262792,High Value,Growth Opportunity
13456,19,6,1766.72,5,5,4,554,OG-Champions,1257.9089841708928,Medium Value,Growth Opportunity
13458,7,14,9646.57,5,5,5,555,OG-Champions,2943.5920970822626,High Value,VIP Retention
13460,51,2,183.44,3,2,1,321,Promising :),391.8291931765791,Low Value,Nurture
13461,140,3,1445.0,2,3,4,234,At Risk :(,2057.6871061933302,High Value,Urgent Retention
13462,341,1,151.5,1,1,1,111,Lost Customers -_-,647.210235131397,Low Value,Nurture
13464,1,1,674.68,5,1,3,513,Potential Loyalists ^-^,2882.242913785154,High Value,Growth Opportunity
13466,127,1,307.9,2,1,2,212,Lost Customers -_-,1315.3533425541723,Medium Value,Growth Opportunity
13467,12,2,1083.71,5,2,4,524,Potential Loyalists ^-^,2314.81255417243,High Value,Growth Opportunity
13468,1,37,5704.97,5,5,5,555,OG-Champions,658.6950272263965,Low Value,Nurture
13470,117,2,165.0,2,2,1,221,Lost Customers -_-,352.44121715076074,Low Value,Nurture
13471,23,4,2531.58,4,4,5,445,OG-Champions,2703.736777316736,High Value,VIP Retention
13473,40,2,422.64,4,2,2,422,Potential Loyalists ^-^,902.7621576763484,Medium Value,Growth Opportunity
13474,238,1,229.59,1,1,1,111,Lost Customers -_-,980.811867219917,Medium Value,Growth Opportunity
13475,189,4,1431.78,2,4,4,244,At Risk :(,1529.1463208852006,Medium Value,Growth Opportunity
13476,180,2,1238.47,2,2,4,224,Lost Customers -_-,2645.381055786077,High Value,Win Back Campaign
13477,6,6,1454.58,5,5,4,554,OG-Champions,1035.6645366528353,Medium Value,Growth Opportunity
13479,202,2,300.95,1,2,2,122,Lost Customers -_-,642.8314200092208,Low Value,Nurture
13481,47,5,1804.56,3,4,4,344,Loyal Customers ;),1541.8213886583678,Medium Value,Growth Opportunity
13482,234,1,184.64,1,1,1,111,Lost Customers -_-,788.7848040571691,Low Value,Nurture
13483,215,1,140.34,1,1,1,111,Lost Customers -_-,599.5345504840941,Low Value,Nurture
13484,7,1,313.8,5,1,2,512,Potential Loyalists ^-^,1340.5582295988936,Medium Value,Growth Opportunity
13485,235,1,454.24,1,1,2,112,Lost Customers -_-,1940.519981558322,High Value,Win Back Campaign
13486,80,3,1122.41,3,3,4,334,Loyal Customers ;),1598.3173597664056,High Value,Upsell Opportunity
13487,59,3,575.4,3,3,3,333,Loyal Customers ;),819.3724296911018,Low Value,Nurture
13488,10,13,8968.31,5,5,5,555,OG-Champions,2947.134817888428,High Value,VIP Retention
13489,107,4,449.52,2,4,2,242,At Risk :(,480.0890179806362,Low Value,Nurture
13491,40,10,1215.82,4,5,4,454,OG-Champions,519.4000977408944,Low Value,Nurture
13492,97,3,1269.84,2,3,4,234,At Risk :(,1808.258404794836,High Value,Urgent Retention
13493,99,2,618.63,2,2,3,223,Lost Customers -_-,1321.3982434301522,Medium Value,Growth Opportunity
13494,343,1,316.26,1,1,2,112,Lost Customers -_-,1351.067385892116,Medium Value,Growth Opportunity
13495,234,5,2044.87,1,4,4,144,At Risk :(,1747.1429617335175,High Value,Urgent Retention
13496,12,2,653.33,5,2,3,523,Potential Loyalists ^-^,1395.5176994006456,Medium Value,Growth Opportunity
13497,311,2,348.05,1,2,2,122,Lost Customers -_-,743.437367450438,Low Value,Nurture
13499,19,5,1159.11,5,4,4,544,OG-Champions,990.3470041493774,Medium Value,Growth Opportunity
13500,25,3,1166.77,4,3,4,434,Loyal Customers ;),1661.486217919164,High Value,Upsell Opportunity
13501,289,1,1340.32,1,1,4,114,Lost Customers -_-,5725.866814200092,High Value,Win Back Campaign
13502,18,3,292.0,5,3,2,532,Loyal Customers ;),415.80943599200856,Low Value,Nurture
13503,73,1,216.85,3,1,1,311,Promising :),926.3863992623328,Medium Value,Growth Opportunity
13504,184,1,295.93,2,1,2,212,Lost Customers -_-,1264.217325956662,Medium Value,Growth Opportunity
13505,74,4,4393.63,3,4,5,345,Loyal Customers ;),4692.413045182112,High Value,Upsell Opportunity
13506,318,2,458.52,1,2,2,122,Lost Customers -_-,979.402102351314,Medium Value,Growth Opportunity
13507,109,4,2479.16,2,4,5,245,At Risk :(,2647.7520239741816,High Value,Urgent Retention
13508,68,1,110.97,3,1,1,311,Promising :),474.0654771784232,Low Value,Nurture
13509,38,7,979.72,4,5,4,454,OG-Champions,597.9111848778239,Low Value,Nurture
13510,47,4,1791.56,3,4,4,344,Loyal Customers ;),1913.3926878745965,High Value,Upsell Opportunity
13512,262,1,251.21,1,1,2,112,Lost Customers -_-,1073.172826187183,Medium Value,Growth Opportunity
13513,217,1,205.1,1,1,1,111,Lost Customers -_-,876.1902259105578,Low Value,Nurture
13514,75,1,152.2,3,1,1,311,Promising :),650.2006454587366,Low Value,Nurture
13515,74,4,891.12,3,4,3,343,Loyal Customers ;),951.7194467496544,Medium Value,Growth Opportunity
13516,23,3,1389.41,4,3,4,434,Loyal Customers ;),1978.526672813893,High Value,Upsell Opportunity
13517,31,3,2128.42,4,3,5,435,Loyal Customers ;),3030.88054710312,High Value,Upsell Opportunity
13518,87,1,659.44,3,1,3,313,Promising :),2817.1374089442143,High Value,Growth Opportunity
13519,79,1,122.75,3,1,1,311,Promising :),524.3898109727985,Low Value,Nurture
13520,1,6,3624.35,5,5,5,555,OG-Champions,2580.5461118795142,High Value,VIP Retention
13521,12,3,1093.65,5,3,4,534,Loyal Customers ;),1557.3629783310282,Medium Value,Growth Opportunity
13522,91,1,125.8,2,1,1,211,Lost Customers -_-,537.4194559704933,Low Value,Nurture
13523,48,5,3964.88,3,4,5,345,Loyal Customers ;),3387.6051710465654,High Value,Upsell Opportunity
13524,42,5,680.18,4,4,3,443,OG-Champions,581.1477989857077,Low Value,Nurture
13525,16,2,628.78,5,2,3,523,Potential Loyalists ^-^,1343.0787183033656,Medium Value,Growth Opportunity
13527,32,7,2287.51,4,5,5,455,OG-Champions,1396.0394954883752,Medium Value,Growth Opportunity
13529,80,2,307.76,3,2,2,322,Promising :),657.3776302443522,Low Value,Nurture
13531,207,2,483.8,1,2,2,122,Lost Customers -_-,1033.4003688335638,Medium Value,Growth Opportunity
13532,183,1,210.31,2,1,1,211,Lost Customers -_-,898.4474227754725,Low Value,Nurture
13533,66,3,270.79,3,3,2,332,Loyal Customers ;),385.6062916858767,Low Value,Nurture
13534,55,25,5870.08,3,5,5,355,Loyal Customers ;),1003.0827345320424,Medium Value,Growth Opportunity
13536,11,7,3448.29,5,5,5,555,OG-Champions,2104.4493934005136,High Value,VIP Retention
13538,33,7,1280.85,4,5,4,454,OG-Champions,781.6871566884015,Low Value,Nurture
13539,87,3,631.34,3,3,3,333,Loyal Customers ;),899.0312647917627,Medium Value,Growth Opportunity
13544,41,2,291.41,4,2,2,422,Potential Loyalists ^-^,622.4539096357769,Low Value,Nurture
13546,14,3,626.99,5,3,3,533,Loyal Customers ;),892.836843399416,Low Value,Nurture
13548,68,2,682.41,3,2,3,323,Promising :),1457.632793914246,Medium Value,Growth Opportunity
13549,4,7,918.2,5,5,3,553,OG-Champions,560.3662780741619,Low Value,Nurture
13551,321,1,91.8,1,1,1,111,Lost Customers -_-,392.1709543568465,Low Value,Nurture
13552,88,12,3740.07,3,5,5,355,Loyal Customers ;),1331.4695182111573,Medium Value,Growth Opportunity
13555,75,4,4149.28,3,4,5,345,Loyal Customers ;),4431.446343937298,High Value,Upsell Opportunity
13557,30,2,584.06,4,2,3,423,Potential Loyalists ^-^,1247.556468418626,Medium Value,Growth Opportunity
13558,25,4,605.06,4,4,3,443,OG-Champions,646.2063116643614,Low Value,Nurture
13560,302,1,174.37,1,1,1,111,Lost Customers -_-,744.9112125403411,Low Value,Nurture
13561,128,1,141.86,2,1,1,211,Lost Customers -_-,606.0280129091747,Low Value,Nurture
13562,83,3,1799.3300000000002,3,3,4,334,Loyal Customers ;),2562.25476871062,High Value,Upsell Opportunity
13563,86,2,777.53,3,2,3,323,Promising :),1660.809815583218,High Value,Growth Opportunity
13564,146,3,1749.02,2,3,4,234,At Risk :(,2490.6130812970646,High Value,Urgent Retention
13565,21,2,240.22,4,2,1,421,Potential Loyalists ^-^,513.1116920239741,Low Value,Nurture
13566,42,2,874.71,4,2,3,423,Potential Loyalists ^-^,1868.3870124481327,High Value,Growth Opportunity
13568,175,1,192.85,2,1,1,211,Lost Customers -_-,823.8580451821115,Low Value,Nurture
13569,19,2,373.75,5,2,2,522,Potential Loyalists ^-^,798.3327570308898,Low Value,Nurture
13570,68,1,239.49,3,1,1,311,Promising :),1023.1048132780084,Medium Value,Growth Opportunity
13571,14,12,2092.32,5,5,5,555,OG-Champions,744.8684923928078,Low Value,Nurture
13572,207,1,1384.25,1,1,4,114,Lost Customers -_-,5913.536422314431,High Value,Win Back Campaign
13573,52,2,294.4,3,2,2,322,Promising :),628.8405716920239,Low Value,Nurture
13575,1,5,732.07,5,4,3,543,OG-Champions,625.4827680958967,Low Value,Nurture
13576,12,18,6717.34,5,5,5,555,OG-Champions,1594.2541990676707,High Value,VIP Retention
13577,7,4,1687.6,5,4,4,544,OG-Champions,1802.363024435224,High Value,VIP Retention
13579,16,2,467.04,5,2,2,522,Potential Loyalists ^-^,997.6008852005532,Medium Value,Growth Opportunity
13581,284,1,118.0,1,1,1,111,Lost Customers -_-,504.0977408944214,Low Value,Nurture
13583,157,1,781.03,2,1,3,213,Lost Customers -_-,3336.571682803135,High Value,Win Back Campaign
13584,192,1,142.4,1,1,1,111,Lost Customers -_-,608.3349008759798,Low Value,Nurture
13587,154,1,712.4,2,1,3,213,Lost Customers -_-,3043.3833102812355,High Value,Win Back Campaign
13588,17,9,2478.95,5,5,5,555,OG-Champions,1176.6789969776137,Medium Value,Growth Opportunity
13589,16,2,379.65,5,2,2,522,Potential Loyalists ^-^,810.9352005532503,Low Value,Nurture
13590,4,6,1981.92,5,5,4,554,OG-Champions,1411.1319133241125,Medium Value,Growth Opportunity
13591,184,3,1117.13,2,3,4,234,At Risk :(,1590.7986138005226,High Value,Urgent Retention
13592,67,4,247.96,3,4,1,341,Loyal Customers ;),264.82219455970494,Low Value,Nurture
13593,110,5,2037.08,2,4,4,244,At Risk :(,1740.48716274781,High Value,Urgent Retention
13594,54,1,396.97,3,1,2,312,Promising :),1695.861696634394,High Value,Growth Opportunity
13596,14,2,697.04,5,2,3,523,Potential Loyalists ^-^,1488.882581834947,Medium Value,Growth Opportunity
13598,49,1,180.17,3,1,1,311,Promising :),769.688898109728,Low Value,Nurture
13599,7,21,5153.67,5,5,5,555,OG-Champions,1048.4073463742343,Medium Value,Growth Opportunity
13600,314,1,219.52,1,1,1,111,Lost Customers -_-,937.7926786537575,Medium Value,Growth Opportunity
13601,6,2,693.32,5,2,3,523,Potential Loyalists ^-^,1480.93663439373,Medium Value,Growth Opportunity
13602,184,1,428.89,2,1,2,212,Lost Customers -_-,1832.224407561088,High Value,Win Back Campaign
13603,28,1,164.34,4,1,1,411,Potential Loyalists ^-^,702.0629045643153,Low Value,Nurture
13606,60,3,280.54,3,3,2,332,Loyal Customers ;),399.49033963424006,Low Value,Nurture
13607,42,1,678.01,4,1,3,413,Potential Loyalists ^-^,2896.468722913785,High Value,Growth Opportunity
13610,14,7,1131.88,5,5,4,554,OG-Champions,690.7725798590529,Low Value,Nurture
13611,32,3,1171.8,4,3,4,434,Loyal Customers ;),1668.6489626556015,High Value,Upsell Opportunity
13614,26,4,1610.46,4,4,4,444,OG-Champions,1719.9772199170125,High Value,VIP Retention
13615,320,1,417.69,1,1,2,112,Lost Customers -_-,1784.3778423236515,High Value,Win Back Campaign
13617,5,3,544.18,5,3,3,533,Loyal Customers ;),774.9149961579836,Low Value,Nurture
13618,175,1,177.34,2,1,1,211,Lost Customers -_-,757.5990963577685,Low Value,Nurture
13621,118,1,213.85,2,1,1,211,Lost Customers -_-,913.5703550023052,Medium Value,Growth Opportunity
13623,91,5,747.78,2,4,3,243,At Risk :(,638.9054384508989,Low Value,Nurture
13626,341,1,257.23,1,1,2,112,Lost Customers -_-,1098.8903550023051,Medium Value,Growth Opportunity
13627,31,5,1638.47,4,4,4,444,OG-Champions,1399.913602581835,Medium Value,Growth Opportunity
13629,25,11,7792.36,4,5,5,455,OG-Champions,3026.2797166687624,High Value,VIP Retention
13630,77,7,2031.78,3,5,4,354,Loyal Customers ;),1239.9705907923335,Medium Value,Growth Opportunity
13631,145,11,3070.42,2,5,5,255,At Risk :(,1192.443594450731,Medium Value,Growth Opportunity
13632,26,5,2121.27,4,4,5,445,OG-Champions,1812.419347164592,High Value,VIP Retention
13634,37,5,1575.16,4,4,4,444,OG-Champions,1345.8213517750116,Medium Value,Growth Opportunity
13635,276,1,1071.03,1,1,4,114,Lost Customers -_-,4575.455961272475,High Value,Win Back Campaign
13636,94,5,949.12,2,4,4,244,At Risk :(,810.930928538497,Low Value,Nurture
13637,54,3,810.5,3,3,3,333,Loyal Customers ;),1154.15598586138,Medium Value,Growth Opportunity
13638,17,1,122.64,5,1,1,511,Potential Loyalists ^-^,523.9198893499308,Low Value,Nurture
13639,76,1,1033.34,3,1,4,314,Promising :),4414.443725218995,High Value,Growth Opportunity
13642,128,1,354.8,2,1,2,212,Lost Customers -_-,1515.7108344859382,Medium Value,Growth Opportunity
13643,122,3,519.44,2,3,3,233,At Risk :(,739.6851144920855,Low Value,Nurture
13644,18,4,2624.26,5,4,5,545,OG-Champions,2802.719359151683,High Value,VIP Retention
13645,33,1,252.1,4,1,2,412,Potential Loyalists ^-^,1076.974919317658,Medium Value,Growth Opportunity
13647,11,4,1678.12,5,4,4,544,OG-Champions,1792.2383494698015,High Value,VIP Retention
13649,258,2,346.6,1,2,2,122,Lost Customers -_-,740.3401567542646,Low Value,Nurture
13650,2,6,1836.34,5,5,4,554,OG-Champions,1307.4785953588444,Medium Value,Growth Opportunity
13651,41,2,94.2,4,2,1,421,Potential Loyalists ^-^,201.2118948824343,Low Value,Nurture
13652,47,3,1095.08,3,3,4,334,Loyal Customers ;),1559.3993053634547,Medium Value,Growth Opportunity
13654,37,6,2707.33,4,5,5,455,OG-Champions,1927.625617027816,High Value,VIP Retention
13655,7,2,932.97,5,2,3,523,Potential Loyalists ^-^,1992.830802213001,High Value,Growth Opportunity
13656,166,2,379.65,2,2,2,222,Lost Customers -_-,810.9352005532503,Low Value,Nurture
13657,12,2,382.14,5,2,2,522,Potential Loyalists ^-^,816.2538589211617,Low Value,Nurture
13658,11,5,2639.17,5,4,5,545,OG-Champions,2254.914635315814,High Value,VIP Retention
13659,207,2,1573.2,1,2,4,124,Lost Customers -_-,3360.366804979253,High Value,Win Back Campaign
13662,36,3,897.76,4,3,3,433,Loyal Customers ;),1278.4146549869372,Medium Value,Growth Opportunity
13663,181,1,189.47,2,1,1,211,Lost Customers -_-,809.4186353158137,Low Value,Nurture
13666,62,3,84.65,3,3,1,331,Loyal Customers ;),120.54201629014908,Low Value,Nurture
13667,151,1,305.02,2,1,2,212,Lost Customers -_-,1303.0499400645458,Medium Value,Growth Opportunity
13668,12,21,6363.59,5,5,5,555,OG-Champions,1294.5404935344354,Medium Value,Growth Opportunity
13669,52,2,218.55,3,2,1,321,Promising :),466.8244121715076,Low Value,Nurture
13670,77,1,349.7,3,1,2,312,Promising :),1493.923559243891,Medium Value,Growth Opportunity
13672,39,2,186.39,4,2,1,421,Potential Loyalists ^-^,398.1304149377593,Low Value,Nurture
13673,20,2,396.92,4,2,2,422,Potential Loyalists ^-^,847.8240479483633,Low Value,Nurture
13675,34,2,486.82,4,2,2,422,Potential Loyalists ^-^,1039.851111111111,Medium Value,Growth Opportunity
13678,34,1,232.6,4,1,1,411,Potential Loyalists ^-^,993.670631627478,Medium Value,Growth Opportunity
13680,41,4,3722.42,4,4,5,445,OG-Champions,3975.558289534348,High Value,VIP Retention
13681,19,4,827.83,5,4,3,543,OG-Champions,884.1254933148916,Low Value,Nurture
13682,219,1,59.5,1,1,1,111,Lost Customers -_-,254.184877823882,Low Value,Nurture
13684,287,1,67.23,1,1,1,111,Lost Customers -_-,287.20755186721993,Low Value,Nurture
13685,47,7,3119.44,3,5,5,355,Loyal Customers ;),1903.7562431667,High Value,Upsell Opportunity
13686,66,1,72.0,3,1,1,311,Promising :),307.5850622406639,Low Value,Nurture
13689,154,1,910.0,2,1,3,213,Lost Customers -_-,3887.533425541724,High Value,Win Back Campaign
13690,31,1,172.25,4,1,1,411,Potential Loyalists ^-^,735.854541263255,Low Value,Nurture
13692,26,3,1488.32,4,3,4,434,Loyal Customers ;),2119.3749992315966,High Value,Upsell Opportunity
13694,27,50,65039.62,4,5,5,455,OG-Champions,5557.004323835869,High Value,VIP Retention
13695,3,15,2504.13,5,5,5,555,OG-Champions,713.1786869525127,Low Value,Nurture
13697,334,1,151.3,1,1,1,111,Lost Customers -_-,646.3558321807285,Low Value,Nurture
13699,157,1,308.58,2,1,2,212,Lost Customers -_-,1318.2583125864453,Medium Value,Growth Opportunity
13700,7,10,2265.12,5,5,5,555,OG-Champions,967.6626058091286,Medium Value,Growth Opportunity
13703,320,1,99.5,1,1,1,111,Lost Customers -_-,425.0654679575841,Low Value,Nurture
13704,1,9,2308.06,5,5,5,555,OG-Champions,1095.5629301777574,Medium Value,Growth Opportunity
13705,146,3,711.86,2,3,3,233,At Risk :(,1013.6921407714768,Medium Value,Growth Opportunity
13706,70,1,330.79,3,1,2,312,Promising :),1413.1397602581835,Medium Value,Growth Opportunity
13707,268,2,806.41,1,2,3,123,Lost Customers -_-,1722.4977086214844,High Value,Win Back Campaign
13708,273,1,296.88,1,1,2,112,Lost Customers -_-,1268.2757399723375,Medium Value,Growth Opportunity
13709,51,13,6328.05,3,5,5,355,Loyal Customers ;),2079.5017661453344,High Value,Upsell Opportunity
13710,122,1,180.48,2,1,1,211,Lost Customers -_-,771.0132226832641,Low Value,Nurture
13711,220,2,252.06,1,2,2,122,Lost Customers -_-,538.4020193637621,Low Value,Nurture
13712,160,1,228.84,2,1,1,211,Lost Customers -_-,977.60785615491,Medium Value,Growth Opportunity
13715,224,5,1079.34,1,4,4,144,At Risk :(,922.1912807745504,Medium Value,Growth Opportunity
13716,271,1,138.28,1,1,1,111,Lost Customers -_-,590.7342000922084,Low Value,Nurture
13717,58,6,1445.01,3,5,4,354,Loyal Customers ;),1028.850673121254,Medium Value,Growth Opportunity
13718,160,2,306.55,2,2,2,222,Lost Customers -_-,654.79306131858,Low Value,Nurture
13719,17,5,1041.68,5,4,4,544,OG-Champions,890.0144656523744,Low Value,Nurture
13720,118,4,799.9,2,4,3,243,At Risk :(,854.2961502996773,Low Value,Nurture
