CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
13650,2,6,1836.34,5,5,4,554,OG-Champions
13651,41,2,94.2,4,2,1,421,Potential Loyalists ^-^
13652,47,3,1095.08,3,3,4,334,Loyal Customers ;)
13654,37,6,2707.33,4,5,5,455,OG-Champions
13655,7,2,932.97,5,2,3,523,Potential Loyalists ^-^
13656,166,2,379.65,2,2,2,222,Lost Customers -_-
13657,12,2,382.14,5,2,2,522,Potential Loyalists ^-^
13658,11,5,2639.17,5,4,5,545,OG-Champions
13659,207,2,1573.2,1,2,4,124,Lost Customers -_-
13662,36,3,897.76,4,3,3,433,Loyal Customers ;)
13663,181,1,189.47,2,1,1,211,Lost Customers -_-
13666,62,3,84.65,3,3,1,331,Loyal Customers ;)
13667,151,1,305.02,2,1,2,212,Lost Customers -_-
13668,12,21,6363.59,5,5,5,555,OG-Champions
13669,52,2,218.54999999999998,3,2,1,321,Promising :)
13670,77,1,349.7,3,1,2,312,Promising :)
13672,39,2,186.39,4,2,1,421,Potential Loyalists ^-^
13673,20,2,396.92,4,2,2,422,Potential Loyalists ^-^
13675,34,2,486.82,4,2,2,422,Potential Loyalists ^-^
13678,34,1,232.6,4,1,1,411,Potential Loyalists ^-^
13680,41,4,3722.42,4,4,5,445,OG-Champions
13681,19,4,827.83,5,4,3,543,OG-Champions
13682,219,1,59.5,1,1,1,111,Lost Customers -_-
13684,287,1,67.23,1,1,1,111,Lost Customers -_-
13685,47,7,3119.44,3,5,5,355,Loyal Customers ;)
13686,66,1,72.0,3,1,1,311,Promising :)
13689,154,1,910.0,2,1,3,213,Lost Customers -_-
13690,31,1,172.25,4,1,1,411,Potential Loyalists ^-^
13692,26,3,1488.32,4,3,4,434,Loyal Customers ;)
13694,27,50,65039.62,4,5,5,455,OG-Champions
13695,3,15,2504.13,5,5,5,555,OG-Champions
13697,334,1,151.3,1,1,1,111,Lost Customers -_-
13699,157,1,308.58,2,1,2,212,Lost Customers -_-
13700,7,10,2265.12,5,5,5,555,OG-Champions
13703,320,1,99.5,1,1,1,111,Lost Customers -_-
13704,1,9,2308.06,5,5,5,555,OG-Champions
13705,146,3,711.86,2,3,3,233,At Risk :(
13706,70,1,330.79,3,1,2,312,Promising :)
13707,268,2,806.41,1,2,3,123,Lost Customers -_-
13708,273,1,296.88,1,1,2,112,Lost Customers -_-
13709,51,13,6328.05,3,5,5,355,Loyal Customers ;)
13710,122,1,180.48,2,1,1,211,Lost Customers -_-
13711,220,2,252.06,1,2,2,122,Lost Customers -_-
13712,160,1,228.84,2,1,1,211,Lost Customers -_-
13715,224,5,1079.34,1,4,4,144,At Risk :(
13716,271,1,138.28,1,1,1,111,Lost Customers -_-
13717,58,6,1445.01,3,5,4,354,Loyal Customers ;)
13718,160,2,306.55,2,2,2,222,Lost Customers -_-
13719,17,5,1041.68,5,4,4,544,OG-Champions
13720,118,4,799.9,2,4,3,243,At Risk :(
13721,275,1,524.14,1,1,3,113,Lost Customers -_-
13722,133,3,2375.41,2,3,5,235,At Risk :(
13723,189,1,199.85,2,1,1,211,Lost Customers -_-
13725,51,8,1980.56,3,5,4,354,Loyal Customers ;)
13726,102,2,1079.66,2,2,4,224,Lost Customers -_-
13727,30,2,333.48,4,2,2,422,Potential Loyalists ^-^
13728,109,6,1016.14,2,5,4,254,At Risk :(
13730,137,2,752.6,2,2,3,223,Lost Customers -_-
13731,160,2,610.59,2,2,3,223,Lost Customers -_-
13732,30,1,491.86,4,1,3,413,Potential Loyalists ^-^
13735,26,4,2885.2400000000002,4,4,5,445,OG-Champions
13736,243,2,731.9,1,2,3,123,Lost Customers -_-
13737,202,1,339.6,1,1,2,112,Lost Customers -_-
13739,20,1,216.9,4,1,1,411,Potential Loyalists ^-^
13740,242,1,350.75,1,1,2,112,Lost Customers -_-
13741,73,3,668.43,3,3,3,333,Loyal Customers ;)
13742,18,12,3131.02,5,5,5,555,OG-Champions
13743,2,7,1341.6,5,5,4,554,OG-Champions
13744,216,2,1156.36,1,2,4,124,Lost Customers -_-
13745,164,1,300.04,2,1,2,212,Lost Customers -_-
13747,698,1,79.6,1,1,1,111,Lost Customers -_-
13748,160,5,948.25,2,4,4,244,At Risk :(
13750,55,5,1647.26,3,4,4,344,Loyal Customers ;)
13751,290,1,296.25,1,1,2,112,Lost Customers -_-
13752,97,6,1186.28,2,5,4,254,At Risk :(
13753,289,1,741.26,1,1,3,113,Lost Customers -_-
13754,34,2,282.6,4,2,2,422,Potential Loyalists ^-^
13755,11,9,2161.35,5,5,5,555,OG-Champions
13756,24,14,5189.5199999999995,4,5,5,455,OG-Champions
13758,13,7,3190.55,5,5,5,555,OG-Champions
13759,73,2,659.41,3,2,3,323,Promising :)
13760,56,2,286.79,3,2,2,322,Promising :)
13761,52,2,1070.65,3,2,4,324,Promising :)
13762,220,1,306.72,1,1,2,112,Lost Customers -_-
13763,154,1,1714.96,2,1,4,214,Lost Customers -_-
13764,72,3,1521.76,3,3,4,334,Loyal Customers ;)
13767,27,37,17220.36,4,5,5,455,OG-Champions
13769,94,10,2796.5099999999998,2,5,5,255,At Risk :(
13771,184,4,2634.45,2,4,5,245,At Risk :(
13772,183,3,1132.13,2,3,4,234,At Risk :(
13774,83,1,345.0,3,1,2,312,Promising :)
13777,26,33,25977.16,4,5,5,455,OG-Champions
13778,105,1,178.7,2,1,1,211,Lost Customers -_-
13780,172,2,360.01,2,2,2,222,Lost Customers -_-
13781,282,1,127.84,1,1,1,111,Lost Customers -_-
13782,14,6,912.0,5,5,3,553,OG-Champions
13784,11,11,2462.79,5,5,5,555,OG-Champions
13786,517,1,230.4,1,1,1,111,Lost Customers -_-
13787,77,2,309.04,3,2,2,322,Promising :)
13790,213,1,348.8,1,1,2,112,Lost Customers -_-
13791,170,2,1516.0,2,2,4,224,Lost Customers -_-
13792,245,2,195.55,1,2,1,121,Lost Customers -_-
13798,2,57,37153.85,5,5,5,555,OG-Champions
13799,118,2,688.86,2,2,3,223,Lost Customers -_-
13800,284,1,558.3199999999999,1,1,3,113,Lost Customers -_-
13801,245,1,324.8,1,1,2,112,Lost Customers -_-
13802,140,3,4599.42,2,3,5,235,At Risk :(
13803,257,1,277.07,1,1,2,112,Lost Customers -_-
13804,80,7,2635.79,3,5,5,355,Loyal Customers ;)
13805,54,2,924.5999999999999,3,2,3,323,Promising :)
13806,154,1,256.38,2,1,2,212,Lost Customers -_-
13807,517,1,112.6,1,1,1,111,Lost Customers -_-
13808,48,5,1747.66,3,4,4,344,Loyal Customers ;)
13809,162,1,155.05,2,1,1,211,Lost Customers -_-
13810,30,3,1499.01,4,3,4,434,Loyal Customers ;)
13811,96,3,814.5,2,3,3,233,At Risk :(
13812,44,3,539.0,4,3,3,433,Loyal Customers ;)
13813,32,4,1366.86,4,4,4,444,OG-Champions
13814,124,2,1579.12,2,2,4,224,Lost Customers -_-
13815,24,4,4027.36,4,4,5,445,OG-Champions
13816,25,2,571.67,4,2,3,423,Potential Loyalists ^-^
13817,60,2,382.98,3,2,2,322,Promising :)
13819,39,3,1140.35,4,3,4,434,Loyal Customers ;)
13821,146,2,385.64,2,2,2,222,Lost Customers -_-
13822,42,2,632.0,4,2,3,423,Potential Loyalists ^-^
13823,20,2,957.66,4,2,4,424,Potential Loyalists ^-^
13824,7,5,1698.94,5,4,4,544,OG-Champions
13826,178,1,189.5,2,1,1,211,Lost Customers -_-
13827,59,3,412.05,3,3,2,332,Loyal Customers ;)
13828,24,1,209.49,4,1,1,411,Potential Loyalists ^-^
13831,18,6,2202.99,5,5,5,555,OG-Champions
13832,21,1,52.2,4,1,1,411,Potential Loyalists ^-^
13833,279,1,384.8,1,1,2,112,Lost Customers -_-
13835,27,4,834.57,4,4,3,443,OG-Champions
13837,6,2,271.24,5,2,2,522,Potential Loyalists ^-^
13838,119,4,691.73,2,4,3,243,At Risk :(
13841,341,1,85.0,1,1,1,111,Lost Customers -_-
13842,1,9,3385.62,5,5,5,555,OG-Champions
13844,13,1,361.62,5,1,2,512,Potential Loyalists ^-^
13845,184,1,312.98,2,1,2,212,Lost Customers -_-
13846,26,3,865.06,4,3,3,433,Loyal Customers ;)
13848,124,3,1255.0,2,3,4,234,At Risk :(
13849,53,2,1537.95,3,2,4,324,Promising :)
13850,306,1,1595.48,1,1,4,114,Lost Customers -_-
13851,216,3,2651.46,1,3,5,135,At Risk :(
13853,59,1,1090.1399999999999,3,1,4,314,Promising :)
13854,2,25,8109.5199999999995,5,5,5,555,OG-Champions
13856,96,3,388.5,2,3,2,232,At Risk :(
13858,59,1,216.17000000000002,3,1,1,311,Promising :)
13859,328,1,201.16,1,1,1,111,Lost Customers -_-
13860,16,5,1245.9,5,4,4,544,OG-Champions
13862,20,8,2209.36,4,5,5,455,OG-Champions
13863,190,1,305.78,1,1,2,112,Lost Customers -_-
13865,1,4,501.56,5,4,3,543,OG-Champions
13866,76,1,145.67,3,1,1,311,Promising :)
13867,76,3,1015.29,3,3,4,334,Loyal Customers ;)
13868,302,2,3192.54,1,2,5,125,Lost Customers -_-
13869,125,4,3104.95,2,4,5,245,At Risk :(
13870,42,8,2770.94,4,5,5,455,OG-Champions
13871,24,13,6403.25,4,5,5,455,OG-Champions
13873,3,3,389.6,5,3,2,532,Loyal Customers ;)
13874,359,1,540.45,1,1,3,113,Lost Customers -_-
13875,39,5,1786.79,4,4,4,444,OG-Champions
13876,154,1,122.7,2,1,1,211,Lost Customers -_-
13877,88,1,117.24,3,1,1,311,Promising :)
13878,56,1,1281.53,3,1,4,314,Promising :)
13880,23,13,3219.77,4,5,5,455,OG-Champions
13881,13,20,17159.52,5,5,5,555,OG-Champions
13882,13,5,1191.13,5,4,4,544,OG-Champions
13883,12,5,2674.48,5,4,5,545,OG-Champions
13884,32,5,787.6,4,4,3,443,OG-Champions
13885,202,2,506.8,1,2,3,123,Lost Customers -_-
13886,73,1,243.56,3,1,1,311,Promising :)
13887,205,1,349.55,1,1,2,112,Lost Customers -_-
13888,3,2,605.63,5,2,3,523,Potential Loyalists ^-^
13889,124,1,416.9,2,1,2,212,Lost Customers -_-
13890,24,10,1883.81,4,5,4,454,OG-Champions
13892,28,4,632.97,4,4,3,443,OG-Champions
13893,299,1,821.1,1,1,3,113,Lost Customers -_-
13894,25,3,564.62,4,3,3,433,Loyal Customers ;)
13895,30,4,2593.07,4,4,5,445,OG-Champions
13897,52,1,311.16,3,1,2,312,Promising :)
13898,327,1,155.93,1,1,1,111,Lost Customers -_-
13899,18,2,388.52,5,2,2,522,Potential Loyalists ^-^
13900,95,3,740.95,2,3,3,233,At Risk :(
13901,74,5,2867.2,3,4,5,345,Loyal Customers ;)
13904,296,2,332.64,1,2,2,122,Lost Customers -_-
13908,81,4,2369.55,3,4,5,345,Loyal Customers ;)
13911,59,9,2580.91,3,5,5,355,Loyal Customers ;)
13914,13,2,626.45,5,2,3,523,Potential Loyalists ^-^
13917,51,2,272.04,3,2,2,322,Promising :)
13918,51,2,1212.84,3,2,4,324,Promising :)
13919,31,2,384.81,4,2,2,422,Potential Loyalists ^-^
13922,353,1,172.25,1,1,1,111,Lost Customers -_-
13923,55,1,351.13,3,1,2,312,Promising :)
13924,19,6,1838.85,5,5,4,554,OG-Champions
13925,64,4,678.25,3,4,3,343,Loyal Customers ;)
13926,25,1,223.85,4,1,1,411,Potential Loyalists ^-^
13927,76,1,348.99,3,1,2,312,Promising :)
13928,12,4,464.57,5,4,2,542,OG-Champions
13929,171,2,842.65,2,2,3,223,Lost Customers -_-
13930,59,2,337.34,3,2,2,322,Promising :)
13931,216,2,1237.53,1,2,4,124,Lost Customers -_-
13932,296,1,307.4,1,1,2,112,Lost Customers -_-
13933,111,2,608.79,2,2,3,223,Lost Customers -_-
13934,265,1,922.1,1,1,3,113,Lost Customers -_-
13936,181,1,376.58,2,1,2,212,Lost Customers -_-
13937,171,1,158.85,2,1,1,211,Lost Customers -_-
13938,244,1,71.66,1,1,1,111,Lost Customers -_-
13939,25,3,568.55,4,3,3,433,Loyal Customers ;)
13940,19,4,839.14,5,4,3,543,OG-Champions
13941,23,5,5112.96,4,4,5,445,OG-Champions
13946,81,3,561.57,3,3,3,333,Loyal Customers ;)
13947,215,1,90.6,1,1,1,111,Lost Customers -_-
13948,362,1,102.0,1,1,1,111,Lost Customers -_-
13949,26,6,2427.32,4,5,5,455,OG-Champions
13950,13,4,745.06,5,4,3,543,OG-Champions
13951,178,3,674.45,2,3,3,233,At Risk :(
13952,189,2,3251.071,2,2,5,225,Lost Customers -_-
13953,54,7,3515.68,3,5,5,355,Loyal Customers ;)
13954,72,2,439.92,3,3,2,332,Loyal Customers ;)
13955,126,2,322.96,2,3,2,232,At Risk :(
13956,56,5,1026.42,3,4,4,344,Loyal Customers ;)
13959,81,3,598.2,3,3,3,333,Loyal Customers ;)
13960,23,2,230.22,4,3,1,431,Loyal Customers ;)
13962,23,2,169.54999999999998,4,3,1,431,Loyal Customers ;)
13963,253,4,664.54,1,4,3,143,At Risk :(
13967,147,1,80.7,2,1,1,211,Lost Customers -_-
13969,18,18,9053.94,5,5,5,555,OG-Champions
13971,20,8,2758.2599999999998,4,5,5,455,OG-Champions
13972,72,2,190.25,3,3,1,331,Loyal Customers ;)
13973,289,1,264.7,1,1,2,112,Lost Customers -_-
13974,51,1,413.59,3,1,2,312,Promising :)
13975,122,6,2526.28,2,5,5,255,At Risk :(
13976,208,1,357.98,1,1,2,112,Lost Customers -_-
13978,16,2,196.79,5,3,1,531,Loyal Customers ;)
13979,75,1,869.87,3,1,3,313,Promising :)
13980,62,1,200.14,3,1,1,311,Promising :)
13982,41,4,1871.81,4,4,4,444,OG-Champions
13983,1,12,2603.43,5,5,5,555,OG-Champions
13984,28,5,920.51,4,4,3,443,OG-Champions
13985,1,15,7060.13,5,5,5,555,OG-Champions
13986,19,1,320.46,5,1,2,512,Potential Loyalists ^-^
13988,21,6,4147.96,4,5,5,455,OG-Champions
13989,215,2,1266.08,1,3,4,134,At Risk :(
13990,67,1,311.3,3,1,2,312,Promising :)
13991,14,6,855.97,5,5,3,553,OG-Champions
13992,91,1,76.8,2,1,1,211,Lost Customers -_-
13993,32,9,3466.36,4,5,5,455,OG-Champions
13994,41,6,2313.14,4,5,5,455,OG-Champions
13995,17,5,1393.69,5,4,4,544,OG-Champions
13999,12,12,3901.81,5,5,5,555,OG-Champions
14000,6,1,635.66,5,1,3,513,Potential Loyalists ^-^
14001,47,3,2043.08,3,3,4,334,Loyal Customers ;)
14002,136,2,529.73,2,3,3,233,At Risk :(
14004,45,7,4582.64,3,5,5,355,Loyal Customers ;)
14005,11,5,2874.72,5,4,5,545,OG-Champions
14006,7,3,962.19,5,3,4,534,Loyal Customers ;)
14009,200,2,695.61,1,3,3,133,At Risk :(
14012,161,1,328.8,2,1,2,212,Lost Customers -_-
14013,99,3,473.02,2,3,2,232,At Risk :(
14014,79,1,505.18,3,1,3,313,Promising :)
14015,54,1,917.34,3,1,3,313,Promising :)
14016,209,4,4341.21,1,4,5,145,At Risk :(
14019,48,3,1421.61,3,3,4,334,Loyal Customers ;)
14020,2,2,642.8,5,3,3,533,Loyal Customers ;)
14021,6,3,631.9,5,3,3,533,Loyal Customers ;)
14022,227,1,440.0,1,1,2,112,Lost Customers -_-
14023,282,2,584.0699999999999,1,3,3,133,At Risk :(
14024,64,2,327.7,3,3,2,332,Loyal Customers ;)
14027,62,1,104.82,3,1,1,311,Promising :)
14029,146,2,467.66,2,3,2,232,At Risk :(
14030,20,8,2360.09,4,5,5,455,OG-Champions
14031,23,19,17286.86,4,5,5,455,OG-Champions
14032,7,11,2975.59,5,5,5,555,OG-Champions
14034,24,3,651.82,4,3,3,433,Loyal Customers ;)
14035,30,5,1428.02,4,4,4,444,OG-Champions
14036,286,1,626.65,1,1,3,113,Lost Customers -_-
14037,178,2,147.2,2,3,1,231,At Risk :(
14038,80,3,1560.38,3,3,4,334,Loyal Customers ;)
14039,183,1,152.2,2,1,1,211,Lost Customers -_-
14040,10,12,3614.92,5,5,5,555,OG-Champions
14041,268,1,141.41,1,1,1,111,Lost Customers -_-
14044,28,4,652.82,4,4,3,443,OG-Champions
14045,111,4,1659.75,2,4,4,244,At Risk :(
14046,286,1,154.99,1,1,1,111,Lost Customers -_-
14047,75,5,1308.61,3,4,4,344,Loyal Customers ;)
14048,162,1,409.93,2,1,2,212,Lost Customers -_-
14049,18,4,5681.72,5,4,5,545,OG-Champions
14050,108,2,746.36,2,3,3,233,At Risk :(
14051,19,23,15610.39,5,5,5,555,OG-Champions
14052,21,1,225.36,4,1,1,411,Potential Loyalists ^-^
14053,156,2,260.25,2,3,2,232,At Risk :(
14054,215,1,92.46000000000001,1,1,1,111,Lost Customers -_-
14055,108,1,725.64,2,1,3,213,Lost Customers -_-
14056,17,23,8214.65,5,5,5,555,OG-Champions
14057,25,17,6217.96,4,5,5,455,OG-Champions
14059,268,1,183.6,1,1,1,111,Lost Customers -_-
14060,24,19,6140.42,4,5,5,455,OG-Champions
14062,11,12,10464.85,5,5,5,555,OG-Champions
14064,6,5,1353.74,5,4,4,544,OG-Champions
14066,268,1,152.55,1,1,1,111,Lost Customers -_-
14067,154,2,374.7,2,3,2,232,At Risk :(
14068,322,1,265.85,1,1,2,112,Lost Customers -_-
14071,21,8,1438.82,4,5,4,454,OG-Champions
14073,153,1,151.04,2,1,1,211,Lost Customers -_-
14075,21,3,942.26,4,3,3,433,Loyal Customers ;)
14076,306,1,122.47,1,1,1,111,Lost Customers -_-
14077,42,5,499.42,4,4,3,443,OG-Champions
14078,67,6,1049.3700000000001,3,5,4,354,Loyal Customers ;)
14079,156,1,375.1,2,1,2,212,Lost Customers -_-
14080,153,1,45.599999999999994,2,1,1,211,Lost Customers -_-
14081,70,2,934.52,3,3,3,333,Loyal Customers ;)
14082,425,1,182.25,1,1,1,111,Lost Customers -_-
14083,38,9,1018.43,4,5,4,454,OG-Champions
14085,11,18,4448.54,5,5,5,555,OG-Champions
14087,152,1,194.42,2,1,1,211,Lost Customers -_-
14088,12,13,50491.81,5,5,5,555,OG-Champions
14089,58,1,161.0,3,1,1,311,Promising :)
14090,326,1,76.32,1,1,1,111,Lost Customers -_-
14092,25,14,4076.91,4,5,5,455,OG-Champions
14093,14,1,442.85,5,1,2,512,Potential Loyalists ^-^
14096,13,17,65164.79,5,5,5,555,OG-Champions
14098,275,1,147.35,1,1,1,111,Lost Customers -_-
14099,18,11,3104.17,5,5,5,555,OG-Champions
14100,139,1,194.9,2,1,1,211,Lost Customers -_-
14101,75,6,5976.79,3,5,5,355,Loyal Customers ;)
14102,13,5,1360.28,5,4,4,544,OG-Champions
14104,126,2,216.21,2,3,1,231,At Risk :(
14105,240,1,1266.23,1,1,4,114,Lost Customers -_-
14107,53,7,2703.23,3,5,5,355,Loyal Customers ;)
14108,91,2,597.91,2,3,3,233,At Risk :(
14109,74,1,144.2,3,1,1,311,Promising :)
14110,2,12,5683.15,5,5,5,555,OG-Champions
14111,7,4,692.85,5,4,3,543,OG-Champions
14112,24,7,2915.15,4,5,5,455,OG-Champions
14113,24,4,1840.42,4,4,4,444,OG-Champions
14114,38,2,386.53,4,3,2,432,Loyal Customers ;)
14116,21,5,1382.74,4,4,4,444,OG-Champions
14117,145,1,90.0,2,1,1,211,Lost Customers -_-
14121,12,4,2780.15,5,4,5,545,OG-Champions
14124,86,1,419.58,3,1,2,312,Promising :)
14125,12,3,2740.43,5,3,5,535,Loyal Customers ;)
14126,12,3,706.13,5,3,3,533,Loyal Customers ;)
14127,94,3,709.71,2,3,3,233,At Risk :(
14128,62,2,637.5,3,3,3,333,Loyal Customers ;)
14129,19,5,1123.86,5,4,4,544,OG-Champions
14130,321,1,483.86,1,1,2,112,Lost Customers -_-
14132,4,11,3586.0299999999997,5,5,5,555,OG-Champions
14133,306,3,605.64,1,3,3,133,At Risk :(
14135,40,15,4690.31,4,5,5,455,OG-Champions
14138,121,2,982.38,2,3,4,234,At Risk :(
14139,48,1,415.82,3,1,2,312,Promising :)
14140,122,2,935.05,2,3,3,233,At Risk :(
14141,31,4,915.13,4,4,3,443,OG-Champions
14142,698,1,311.81,1,1,2,112,Lost Customers -_-
14143,135,1,115.8,2,1,1,211,Lost Customers -_-
14145,48,4,3742.2,3,4,5,345,Loyal Customers ;)
14146,83,5,4191.0,3,4,5,345,Loyal Customers ;)
14147,79,2,483.4,3,3,2,332,Loyal Customers ;)
14148,235,1,157.2,1,1,1,111,Lost Customers -_-
14149,281,1,446.62,1,1,2,112,Lost Customers -_-
14150,244,2,658.64,1,3,3,133,At Risk :(
14152,77,2,621.29,3,3,3,333,Loyal Customers ;)
14154,241,2,1345.62,1,3,4,134,At Risk :(
14155,268,1,118.75,1,1,1,111,Lost Customers -_-
14156,1,55,117379.63,5,5,5,555,OG-Champions
14157,21,2,432.88,4,3,2,432,Loyal Customers ;)
14158,42,1,507.65999999999997,4,1,3,413,Potential Loyalists ^-^
14159,21,11,4693.01,4,5,5,455,OG-Champions
14161,128,3,1110.52,2,3,4,234,At Risk :(
14162,175,2,289.36,2,3,2,232,At Risk :(
14163,65,4,2445.91,3,4,5,345,Loyal Customers ;)
14164,72,2,1631.77,3,3,4,334,Loyal Customers ;)
14165,99,1,122.53999999999999,2,1,1,211,Lost Customers -_-
14167,10,4,574.84,5,4,3,543,OG-Champions
14171,305,1,363.79,1,1,2,112,Lost Customers -_-
14173,12,4,450.84,5,4,2,542,OG-Champions
14174,183,1,134.46,2,1,1,211,Lost Customers -_-
14175,31,3,3222.3,4,3,5,435,Loyal Customers ;)
14176,299,4,576.9,1,4,3,143,At Risk :(
14177,88,4,559.41,3,4,3,343,Loyal Customers ;)
14178,30,7,1620.93,4,5,4,454,OG-Champions
14179,42,2,719.78,4,3,3,433,Loyal Customers ;)
14180,12,25,4748.5199999999995,5,5,5,555,OG-Champions
14184,245,1,452.89,1,1,2,112,Lost Customers -_-
14185,10,1,197.65,5,1,1,511,Potential Loyalists ^-^
14188,73,6,2054.36,3,5,4,354,Loyal Customers ;)
14189,18,15,4654.08,5,5,5,555,OG-Champions
14191,11,13,4684.76,5,5,5,555,OG-Champions
14193,271,2,853.39,1,3,3,133,At Risk :(
14194,20,21,11349.52,4,5,5,455,OG-Champions
14195,203,2,1012.0,1,3,4,134,At Risk :(
14196,108,1,335.52,2,1,2,212,Lost Customers -_-
14198,20,4,701.4,4,4,3,443,OG-Champions
14199,220,1,185.39999999999998,1,1,1,111,Lost Customers -_-
14201,62,7,747.4399999999999,3,5,3,353,Loyal Customers ;)
14204,152,1,161.03,2,1,1,211,Lost Customers -_-
14205,18,2,466.7,5,3,2,532,Loyal Customers ;)
14206,241,1,328.15999999999997,1,1,2,112,Lost Customers -_-
14208,185,1,151.74,2,1,1,211,Lost Customers -_-
14209,12,6,2073.43,5,5,5,555,OG-Champions
14210,107,6,1905.84,2,5,4,254,At Risk :(
14211,55,9,2241.1,3,5,5,355,Loyal Customers ;)
14212,32,1,1070.48,4,1,4,414,Potential Loyalists ^-^
14214,52,5,1004.38,3,4,4,344,Loyal Customers ;)
14215,13,6,1789.72,5,5,4,554,OG-Champions
14216,18,4,1839.3,5,4,4,544,OG-Champions
14217,13,17,2004.98,5,5,4,554,OG-Champions
14218,44,1,169.48,4,1,1,411,Potential Loyalists ^-^
14219,213,1,89.94,1,1,1,111,Lost Customers -_-
14220,190,2,632.4,1,3,3,133,At Risk :(
14221,44,9,3432.8,4,5,5,455,OG-Champions
14222,179,1,683.17,2,1,3,213,Lost Customers -_-
14223,124,3,991.13,2,3,4,234,At Risk :(
14224,112,4,1050.12,2,4,4,244,At Risk :(
14226,30,5,2232.19,4,4,5,445,OG-Champions
14227,28,10,3350.96,4,5,5,455,OG-Champions
14229,53,3,1547.2,3,3,4,334,Loyal Customers ;)
14231,96,3,925.71,2,3,3,233,At Risk :(
14232,44,5,2048.07,4,4,4,444,OG-Champions
14233,6,4,1462.72,5,4,4,544,OG-Champions
14234,23,4,775.46,4,4,3,443,OG-Champions
14235,77,5,3144.86,3,4,5,345,Loyal Customers ;)
14236,82,2,490.86,3,3,3,333,Loyal Customers ;)
14237,698,1,161.0,1,1,1,111,Lost Customers -_-
14238,328,1,146.85,1,1,1,111,Lost Customers -_-
14239,45,11,2380.85,3,5,5,355,Loyal Customers ;)
14240,91,2,890.34,2,3,3,233,At Risk :(
14241,96,1,213.70000000000002,2,1,1,211,Lost Customers -_-
14242,236,2,280.55,1,3,2,132,At Risk :(
14243,129,10,2588.77,2,5,5,255,At Risk :(
14245,250,2,1693.45,1,3,4,134,At Risk :(
14246,112,3,1474.06,2,3,4,234,At Risk :(
14247,191,1,136.77,1,1,1,111,Lost Customers -_-
14248,320,1,302.58,1,1,2,112,Lost Customers -_-
14250,32,3,1904.05,4,3,4,434,Loyal Customers ;)
14251,12,5,2879.7,5,4,5,545,OG-Champions
14256,262,2,969.06,1,3,4,134,At Risk :(
14257,125,5,3099.72,2,4,5,245,At Risk :(
14258,11,9,12669.98,5,5,5,555,OG-Champions
14259,143,1,120.0,2,1,1,211,Lost Customers -_-
14261,52,2,1163.45,3,3,4,334,Loyal Customers ;)
14262,19,8,2618.23,5,5,5,555,OG-Champions
14264,126,2,333.97,2,3,2,232,At Risk :(
14265,111,2,530.18,2,3,3,233,At Risk :(
14267,164,3,1516.24,2,3,4,234,At Risk :(
14270,10,1,492.65,5,1,3,513,Potential Loyalists ^-^
14271,227,1,112.32,1,1,1,111,Lost Customers -_-
14272,75,2,437.96,3,3,2,332,Loyal Customers ;)
14273,37,4,559.97,4,4,3,443,OG-Champions
14276,5,3,1119.74,5,3,4,534,Loyal Customers ;)
14277,17,3,4216.2,5,3,5,535,Loyal Customers ;)
14280,198,1,134.04,1,1,1,111,Lost Customers -_-
14282,21,15,3729.34,4,5,5,455,OG-Champions
14284,88,2,595.25,3,3,3,333,Loyal Customers ;)
14285,23,4,1910.01,4,4,4,444,OG-Champions
14286,25,3,4628.75,4,3,5,435,Loyal Customers ;)
14287,200,3,176.63,1,3,1,131,At Risk :(
14288,67,1,426.6,3,1,2,312,Promising :)
14289,7,6,911.26,5,5,3,553,OG-Champions
14290,13,5,2314.65,5,4,5,545,OG-Champions
14291,33,11,3883.25,4,5,5,455,OG-Champions
14292,2,9,4871.93,5,5,5,555,OG-Champions
14293,149,4,1046.56,2,4,4,244,At Risk :(
14295,42,1,166.2,4,1,1,411,Potential Loyalists ^-^
14297,19,4,1305.33,5,4,4,544,OG-Champions
14298,54,44,51527.3,3,5,5,355,Loyal Customers ;)
14299,1,9,3965.62,5,5,5,555,OG-Champions
14300,20,1,43.2,4,1,1,411,Potential Loyalists ^-^
14301,119,1,640.14,2,1,3,213,Lost Customers -_-
14304,340,1,383.45,1,1,2,112,Lost Customers -_-
14305,73,3,1858.96,3,3,4,334,Loyal Customers ;)
14306,53,2,2093.32,3,3,5,335,Loyal Customers ;)
14307,2,6,2995.72,5,5,5,555,OG-Champions
14309,30,9,2352.53,4,5,5,455,OG-Champions
14311,37,1,310.26,4,1,2,412,Potential Loyalists ^-^
14312,38,6,1611.59,4,5,4,454,OG-Champions
14314,108,1,120.0,2,1,1,211,Lost Customers -_-
14315,46,6,2481.13,3,5,5,355,Loyal Customers ;)
14317,184,1,508.58,2,1,3,213,Lost Customers -_-
14320,40,2,477.78999999999996,4,3,2,432,Loyal Customers ;)
14321,12,5,1530.75,5,4,4,544,OG-Champions
14323,116,2,605.06,2,3,3,233,At Risk :(
14326,37,1,183.85,4,1,1,411,Potential Loyalists ^-^
14327,165,1,311.65,2,1,2,212,Lost Customers -_-
14329,19,7,5014.84,5,5,5,555,OG-Champions
14331,137,2,462.66,2,3,2,232,At Risk :(
14332,24,3,866.31,4,3,3,433,Loyal Customers ;)
